기준_년분기_코드,자치구_코드,자치구_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총_금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
20212,11545,금천구,2632285.0,06,111311988000.0,14419744000.0,15389025000.0,49853688000.0,7543673000.0,3606136000.0,1254038000.0,1012335000.0,5150273000.0,1880273000.0,11202803000.0
20212,11590,동작구,3454170.0,07,149182320000.0,21341786000.0,994091000.0,1266652000.0,14488404000.0,81218171000.0,3956693000.0,1481461000.0,5211864000.0,2927523000.0,16295675000.0
20212,11350,노원구,3195375.0,07,103477374000.0,35893891000.0,1577182000.0,1622316000.0,14875427000.0,3363805000.0,6849318000.0,1842753000.0,12933924000.0,4019863000.0,20498895000.0
20212,11410,서대문구,3417706.0,07,125087335000.0,13593117000.0,1089659000.0,1243624000.0,81940212000.0,2656356000.0,3068247000.0,1153386000.0,3201561000.0,2729347000.0,14411826000.0
20212,11650,서초구,4912401.0,09,543655033000.0,21571688000.0,4385613000.0,12148189000.0,63326918000.0,7109527000.0,12112494000.0,2833603000.0,215309769000.0,168113936000.0,36743296000.0
20212,11260,중랑구,2598785.0,06,56221254000.0,16599274000.0,1210114000.0,1430805000.0,10626825000.0,3995359000.0,2636443000.0,1387214000.0,3593634000.0,2370040000.0,12371546000.0
20212,11290,성북구,3281773.0,07,67968262000.0,19844451000.0,1845674000.0,1317535000.0,8941999000.0,5764471000.0,3270703000.0,1336990000.0,6156886000.0,2443579000.0,17045974000.0
20212,11500,강서구,3160623.0,07,195887532000.0,30221180000.0,5340744000.0,2131783000.0,60147342000.0,22880916000.0,5554421000.0,2549320000.0,20995342000.0,17920467000.0,28146017000.0
20212,11710,송파구,3995905.0,08,173237398000.0,38083047000.0,7029471000.0,5644031000.0,34577258000.0,10630796000.0,8959526000.0,2992408000.0,23719326000.0,7090254000.0,34511281000.0
20212,11200,성동구,3734499.0,07,74658823000.0,18507788000.0,2423273000.0,1525913000.0,10207083000.0,9037503000.0,3425854000.0,1822664000.0,4528665000.0,3387595000.0,19792485000.0
20212,11305,강북구,2547460.0,06,50190908000.0,13544617000.0,1703935000.0,1252826000.0,8674821000.0,3683083000.0,1357654000.0,1501680000.0,3255094000.0,2534066000.0,12683132000.0
20212,11470,양천구,3796034.0,08,288602756000.0,25740257000.0,1395236000.0,1460776000.0,16327255000.0,5895297000.0,10100705000.0,1386847000.0,207421052000.0,3182587000.0,15692744000.0
20212,11110,종로구,3725859.0,07,313725296000.0,12971311000.0,12146313000.0,1344076000.0,18234647000.0,874820000.0,2926110000.0,2120819000.0,160383571000.0,71515955000.0,31207674000.0
20212,11170,용산구,3971498.0,08,240154249000.0,124206992000.0,2326805000.0,20729803000.0,4507959000.0,4288938000.0,1322754000.0,1781640000.0,31253990000.0,28614507000.0,21120861000.0
20212,11230,동대문구,3030256.0,07,79892156000.0,25628331000.0,2615600000.0,1613537000.0,20255924000.0,5602684000.0,2211023000.0,1069898000.0,3604162000.0,1941348000.0,15349649000.0
20212,11380,은평구,2912739.0,06,74609996000.0,19705140000.0,3822852000.0,1845461000.0,15676700000.0,4088676000.0,4081531000.0,1492968000.0,4303813000.0,3009878000.0,16582977000.0
20212,11680,강남구,4943841.0,09,2120695056000.0,39183486000.0,22608945000.0,9012687000.0,126564332000.0,30608597000.0,27329390000.0,6815002000.0,973890582000.0,814764064000.0,69917971000.0
20212,11740,강동구,3292857.0,07,161357196000.0,20763589000.0,2221257000.0,1699708000.0,16981411000.0,3634650000.0,4802644000.0,1601914000.0,87799667000.0,3157291000.0,18695065000.0
20212,11140,중구,3513603.0,07,2138159448000.0,35864827000.0,6987040000.0,7216046000.0,12001220000.0,339445454000.0,20174521000.0,1744977000.0,1655646925000.0,34607907000.0,24470531000.0
20211,11215,광진구,3192971.0,07,65426326000.0,16964026000.0,2487965000.0,2049545000.0,9337855000.0,4565043000.0,2746401000.0,2015634000.0,4320905000.0,3406754000.0,17532198000.0
20211,11440,마포구,3832436.0,08,1034009167000.0,24224681000.0,4421042000.0,2849461000.0,13992016000.0,2803280000.0,7185098000.0,3303279000.0,935956140000.0,6712544000.0,32561626000.0
20211,11530,구로구,2994059.0,07,863328342000.0,23708948000.0,1360388000.0,2079547000.0,18418835000.0,2779009000.0,3176251000.0,1433254000.0,793577420000.0,2488128000.0,14306562000.0
20211,11560,영등포구,3604887.0,07,308364753000.0,25710543000.0,3070017000.0,2439978000.0,16309894000.0,163456816000.0,2759278000.0,2110323000.0,28333681000.0,35109626000.0,29064597000.0
20211,11620,관악구,2771927.0,06,87993895000.0,25864847000.0,2055132000.0,1572375000.0,12670431000.0,2384625000.0,13337924000.0,2244138000.0,4789169000.0,3623256000.0,19451998000.0
20211,11320,도봉구,2785111.0,06,38482459000.0,12998299000.0,559157000.0,1084840000.0,5361416000.0,3732257000.0,2099530000.0,702715000.0,2143206000.0,1369591000.0,8431448000.0
20211,11545,금천구,2632285.0,06,87874008000.0,13408279000.0,13365406000.0,34319948000.0,6428074000.0,2851286000.0,1302218000.0,827957000.0,4024017000.0,1700036000.0,9646787000.0
20211,11590,동작구,3454170.0,07,129112366000.0,21097877000.0,753724000.0,1075495000.0,13302657000.0,68173919000.0,3374369000.0,1162748000.0,3814201000.0,2595850000.0,13761526000.0
20211,11350,노원구,3195375.0,07,92961104000.0,33906237000.0,1137404000.0,1435663000.0,14130174000.0,2934259000.0,6585992000.0,1484773000.0,10806846000.0,3509732000.0,17030024000.0
20211,11410,서대문구,3417706.0,07,109165000000.0,12717036000.0,843547000.0,954823000.0,71451672000.0,2153698000.0,2635536000.0,970167000.0,2697745000.0,2500978000.0,12239798000.0
20211,11650,서초구,4912401.0,09,522218413000.0,19326007000.0,3295372000.0,11735873000.0,62884557000.0,6422094000.0,11366984000.0,2521249000.0,209326405000.0,165269270000.0,30070602000.0
20211,11260,중랑구,2598785.0,06,50560026000.0,15762714000.0,944085000.0,1352803000.0,9557871000.0,3470331000.0,2529342000.0,1157508000.0,3154570000.0,2155267000.0,10475535000.0
20211,11290,성북구,3281773.0,07,60954158000.0,18342573000.0,1309231000.0,1262842000.0,8147220000.0,5193569000.0,3753206000.0,1087129000.0,5505408000.0,2238748000.0,14114232000.0
20211,11500,강서구,3160623.0,07,169003489000.0,29491915000.0,3741855000.0,2050646000.0,51761184000.0,18825347000.0,5250448000.0,2041937000.0,16757204000.0,15962498000.0,23120455000.0
20211,11710,송파구,3995905.0,08,152988460000.0,36555687000.0,5807563000.0,5072423000.0,32131064000.0,9042077000.0,8018030000.0,2390560000.0,19194372000.0,6088298000.0,28688386000.0
20211,11200,성동구,3734499.0,07,64429131000.0,17278649000.0,1718042000.0,1180684000.0,9591121000.0,8159312000.0,3229363000.0,1342071000.0,3275088000.0,2896817000.0,15757984000.0
20211,11305,강북구,2547460.0,06,44904206000.0,12926257000.0,1260229000.0,1338727000.0,7891465000.0,3096053000.0,1296607000.0,1386597000.0,2696349000.0,2246576000.0,10765346000.0
20211,11470,양천구,3796034.0,08,274780726000.0,24783709000.0,1030427000.0,1225049000.0,15228439000.0,5275558000.0,9600263000.0,1125163000.0,200191247000.0,2931166000.0,13389705000.0
20211,11110,종로구,3725859.0,07,289596294000.0,10902345000.0,8866877000.0,1058620000.0,17064226000.0,874953000.0,6250797000.0,1562140000.0,156433580000.0,61673701000.0,24909055000.0
20211,11170,용산구,3971498.0,08,227981885000.0,124617296000.0,1920382000.0,22150326000.0,4173796000.0,4627062000.0,1140827000.0,1194240000.0,23732548000.0,27949331000.0,16476077000.0
20211,11230,동대문구,3030256.0,07,73144541000.0,24259059000.0,1843113000.0,1315525000.0,20167950000.0,5069727000.0,2149734000.0,867748000.0,2870349000.0,1620946000.0,12980390000.0
20211,11380,은평구,2912739.0,06,66955061000.0,18785578000.0,2479665000.0,1692923000.0,14487052000.0,3848128000.0,3828773000.0,1314191000.0,3526121000.0,2740778000.0,14251852000.0
20211,11680,강남구,4943841.0,09,2039240602000.0,35034687000.0,18789043000.0,9564950000.0,129378695000.0,31559835000.0,25806083000.0,5772602000.0,961824302000.0,762610673000.0,58899732000.0
20211,11740,강동구,3292857.0,07,160544450000.0,20310038000.0,1612455000.0,1564963000.0,15655127000.0,2796331000.0,4508645000.0,1420650000.0,93806435000.0,2726457000.0,16143349000.0
20211,11140,중구,3513603.0,07,2018888827000.0,32187715000.0,5501175000.0,6357946000.0,10726459000.0,281704463000.0,18578378000.0,1165093000.0,1613115700000.0,29982883000.0,19569015000.0
20204,11215,광진구,3192971.0,07,70264756000.0,17244310000.0,3257987000.0,2229854000.0,9233943000.0,4703332000.0,2589889000.0,3217492000.0,4333789000.0,3564227000.0,19889933000.0
20204,11440,마포구,3832436.0,08,637472444000.0,25118621000.0,5288636000.0,2911268000.0,13869828000.0,2993399000.0,7052025000.0,4818776000.0,533215429000.0,6805792000.0,35398670000.0
20204,11530,구로구,2994059.0,07,1084358969000.0,24505695000.0,2188516000.0,2202368000.0,19110363000.0,2923172000.0,3035259000.0,2098798000.0,1009841454000.0,2639092000.0,15814252000.0
20204,11560,영등포구,3604887.0,07,289109420000.0,23760502000.0,3754258000.0,2461764000.0,15971209000.0,142709769000.0,2617399000.0,3081777000.0,28764656000.0,35821359000.0,30166727000.0
20204,11620,관악구,2771927.0,06,92287823000.0,26369906000.0,2636614000.0,1640836000.0,12944879000.0,2362352000.0,13046959000.0,3509011000.0,4744235000.0,3708698000.0,21324333000.0
20204,11320,도봉구,2785111.0,06,40248347000.0,13156613000.0,663991000.0,1336476000.0,5304807000.0,3788513000.0,1945635000.0,1029179000.0,2278116000.0,1433568000.0,9311449000.0
20204,11545,금천구,2632285.0,06,103381339000.0,13649741000.0,18403257000.0,42557032000.0,6886706000.0,2969840000.0,1418742000.0,1183016000.0,4257717000.0,1724099000.0,10331189000.0
20204,11590,동작구,3454170.0,07,141277762000.0,21575371000.0,902742000.0,1229766000.0,13140523000.0,77378281000.0,3498728000.0,1674361000.0,3874529000.0,2761729000.0,15241732000.0
20204,11350,노원구,3195375.0,07,98063938000.0,35208654000.0,1369814000.0,1647533000.0,13695067000.0,3021277000.0,6352311000.0,2231462000.0,11809168000.0,3709747000.0,19018905000.0
20204,11410,서대문구,3417706.0,07,113739407000.0,12863380000.0,1059366000.0,1015964000.0,74329119000.0,2000160000.0,2522998000.0,1343498000.0,2605477000.0,2724717000.0,13274728000.0
20204,11650,서초구,4912401.0,09,515574531000.0,19884881000.0,4022695000.0,11321120000.0,57622887000.0,6267247000.0,11288320000.0,3696200000.0,204409058000.0,163917087000.0,33145036000.0
20204,11260,중랑구,2598785.0,06,53360955000.0,16042795000.0,1120631000.0,1783300000.0,9492310000.0,3570273000.0,2453994000.0,1853607000.0,3340634000.0,2164945000.0,11538466000.0
20204,11290,성북구,3281773.0,07,63990045000.0,19067455000.0,1624833000.0,1400605000.0,8277925000.0,5245056000.0,3083701000.0,1606225000.0,5684045000.0,2247676000.0,15752524000.0
20204,11500,강서구,3160623.0,07,179649594000.0,30060535000.0,2124309000.0,2397192000.0,57984837000.0,15828854000.0,4895644000.0,3309513000.0,18425325000.0,19362659000.0,25260726000.0
20204,11710,송파구,3995905.0,08,161094841000.0,37018332000.0,7088945000.0,5401039000.0,33043285000.0,9546672000.0,7575834000.0,3510678000.0,20289693000.0,6259771000.0,31360592000.0
20204,11200,성동구,3734499.0,07,68109224000.0,16692868000.0,2103264000.0,1917087000.0,9331581000.0,9683596000.0,3370220000.0,1723131000.0,3502724000.0,3158854000.0,16625899000.0
20204,11305,강북구,2547460.0,06,47871684000.0,12982213000.0,1542895000.0,1522593000.0,7962724000.0,2991842000.0,1257435000.0,2184068000.0,2987105000.0,2158130000.0,12282679000.0
20204,11470,양천구,3796034.0,08,291728824000.0,25027978000.0,1116958000.0,1675027000.0,14689145000.0,5396464000.0,9360664000.0,1595721000.0,215286322000.0,3075730000.0,14504815000.0
20204,11110,종로구,3725859.0,07,282974397000.0,11255998000.0,9782973000.0,1205357000.0,17787388000.0,808865000.0,2456984000.0,2330357000.0,150606678000.0,59473397000.0,27266400000.0
20204,11170,용산구,3971498.0,08,223834601000.0,117509842000.0,2336541000.0,20819767000.0,4253011000.0,4940138000.0,1148428000.0,2017055000.0,24759204000.0,28127414000.0,17923201000.0
20204,11230,동대문구,3030256.0,07,76620155000.0,24762262000.0,2344142000.0,1616716000.0,19261313000.0,6118664000.0,1968828000.0,1492175000.0,2940878000.0,1712577000.0,14402600000.0
20204,11380,은평구,2912739.0,06,68688329000.0,19096685000.0,1521443000.0,1987512000.0,14398647000.0,3723618000.0,3793602000.0,2018800000.0,3590955000.0,2723957000.0,15833110000.0
20204,11680,강남구,4943841.0,09,2042611882000.0,36557462000.0,21412534000.0,9081042000.0,117187801000.0,36492832000.0,25112928000.0,9266821000.0,969181143000.0,754225028000.0,64094291000.0
20204,11740,강동구,3292857.0,07,161929150000.0,20485986000.0,2057264000.0,1697468000.0,14866330000.0,2918630000.0,4187321000.0,2139244000.0,93051167000.0,2865198000.0,17660542000.0
20204,11140,중구,3513603.0,07,2101150517000.0,31747593000.0,7047419000.0,6562826000.0,11086416000.0,332787528000.0,17746616000.0,1697858000.0,1643911053000.0,27731677000.0,20831531000.0
20203,11215,광진구,3192971.0,07,72727868000.0,17696506000.0,2795312000.0,2408615000.0,9242645000.0,4997572000.0,2668923000.0,3701262000.0,4537111000.0,3675440000.0,21004482000.0
20203,11440,마포구,3832436.0,08,596646249000.0,26094207000.0,5243738000.0,2753877000.0,14225448000.0,2953430000.0,7334970000.0,5329711000.0,487937931000.0,6872799000.0,37900138000.0
20203,11530,구로구,2994059.0,07,983848422000.0,22101664000.0,1439565000.0,2182013000.0,18019446000.0,3394686000.0,2931446000.0,2472009000.0,912113823000.0,2538546000.0,16655224000.0
20203,11560,영등포구,3604887.0,07,297944487000.0,25000926000.0,3110224000.0,2411645000.0,16078101000.0,151381183000.0,2753655000.0,3513266000.0,27141464000.0,34442223000.0,32111800000.0
20203,11620,관악구,2771927.0,06,95632229000.0,27280611000.0,2053999000.0,1844571000.0,13154766000.0,2571295000.0,12663001000.0,4129473000.0,4993606000.0,3984755000.0,22956152000.0
20203,11320,도봉구,2785111.0,06,40622858000.0,12712633000.0,566859000.0,1375210000.0,5252945000.0,3868518000.0,2014705000.0,1276658000.0,2279227000.0,1410573000.0,9865530000.0
20203,11545,금천구,2632285.0,06,107160396000.0,13752248000.0,11048690000.0,53703020000.0,6850358000.0,2881600000.0,1269819000.0,1363870000.0,3683522000.0,1766839000.0,10840430000.0
20203,11590,동작구,3454170.0,07,144157620000.0,20633421000.0,704995000.0,1319501000.0,12864105000.0,79688477000.0,3735371000.0,2017896000.0,4096584000.0,2771351000.0,16325919000.0
20203,11350,노원구,3195375.0,07,96095861000.0,32777393000.0,1101764000.0,1901407000.0,13460755000.0,3078595000.0,6411779000.0,2517001000.0,11138621000.0,3822231000.0,19886315000.0
20203,11410,서대문구,3417706.0,07,119520006000.0,13112821000.0,1027869000.0,1091379000.0,78096936000.0,2023040000.0,2731688000.0,1632419000.0,2855359000.0,2809093000.0,14139402000.0
20203,11650,서초구,4912401.0,09,486127695000.0,21312929000.0,3926202000.0,11315019000.0,56901672000.0,6169836000.0,12561188000.0,3914593000.0,172077304000.0,162767304000.0,35181648000.0
20203,11260,중랑구,2598785.0,06,54173858000.0,16028769000.0,919265000.0,1679046000.0,9479561000.0,3677291000.0,2523122000.0,2086196000.0,3415079000.0,2224328000.0,12141201000.0
20203,11290,성북구,3281773.0,07,65097101000.0,19238600000.0,1371005000.0,1406644000.0,8379493000.0,5079537000.0,3555844000.0,1808927000.0,5591389000.0,2244170000.0,16421492000.0
20203,11500,강서구,3160623.0,07,172926886000.0,29726216000.0,1929586000.0,2576649000.0,48701657000.0,15805273000.0,5202505000.0,3928986000.0,18065343000.0,19778454000.0,27212217000.0
20203,11710,송파구,3995905.0,08,159213758000.0,37072745000.0,5106097000.0,5265180000.0,32613313000.0,9115348000.0,7950155000.0,4073402000.0,18281462000.0,6493657000.0,33242399000.0
20203,11200,성동구,3734499.0,07,67481089000.0,17403765000.0,1704919000.0,1578725000.0,9288471000.0,7942112000.0,3529209000.0,2010053000.0,3429841000.0,3013332000.0,17580662000.0
20203,11305,강북구,2547460.0,06,48925945000.0,12937764000.0,1322589000.0,1392983000.0,7997584000.0,3147677000.0,1282686000.0,2470784000.0,2741286000.0,2214480000.0,13418112000.0
20203,11470,양천구,3796034.0,08,290021072000.0,25273842000.0,963636000.0,1745170000.0,14583145000.0,5604865000.0,9912415000.0,1878329000.0,211643900000.0,3018463000.0,15397307000.0
20203,11110,종로구,3725859.0,07,266373636000.0,12010654000.0,8926162000.0,1059066000.0,16289334000.0,147889000.0,5575057000.0,2562314000.0,134146814000.0,57463145000.0,28193201000.0
20203,11170,용산구,3971498.0,08,227271670000.0,123036960000.0,1895279000.0,20024415000.0,4027303000.0,4839460000.0,1152390000.0,2102136000.0,24880298000.0,26879899000.0,18433530000.0
20203,11230,동대문구,3030256.0,07,76402696000.0,24357827000.0,1978281000.0,1745295000.0,19004958000.0,5568923000.0,2034324000.0,1659918000.0,2938214000.0,1798543000.0,15316413000.0
20203,11380,은평구,2912739.0,06,69658988000.0,19181625000.0,1284599000.0,2212610000.0,13907428000.0,4055394000.0,3742631000.0,2340312000.0,3527237000.0,2796546000.0,16610606000.0
20203,11680,강남구,4943841.0,09,1972918934000.0,38872298000.0,19394185000.0,9473347000.0,111499670000.0,35177085000.0,27903195000.0,10007549000.0,931816148000.0,720100853000.0,68674604000.0
20203,11740,강동구,3292857.0,07,160512795000.0,20831597000.0,1697033000.0,1904328000.0,15357905000.0,3248578000.0,4421587000.0,2515630000.0,88733342000.0,2968147000.0,18834648000.0
20203,11140,중구,3513603.0,07,1950756286000.0,32232543000.0,5716989000.0,7835790000.0,10892498000.0,340320008000.0,16223610000.0,2005315000.0,1488663796000.0,25308862000.0,21556875000.0
20202,11215,광진구,3192971.0,07,76667507000.0,16820643000.0,3606012000.0,2802146000.0,9345510000.0,4511338000.0,2880289000.0,4521601000.0,5143212000.0,3906202000.0,23130554000.0
20202,11440,마포구,3832436.0,08,517114818000.0,24383693000.0,5823677000.0,3052333000.0,14049830000.0,2128734000.0,6894519000.0,5634744000.0,408339668000.0,7131161000.0,39676459000.0
20202,11530,구로구,2994059.0,07,901572625000.0,20010039000.0,1710369000.0,2392308000.0,18163278000.0,4978966000.0,2452534000.0,2826988000.0,828699570000.0,2691041000.0,17647532000.0
20202,11560,영등포구,3604887.0,07,339741096000.0,22844874000.0,3784515000.0,2636921000.0,15196352000.0,195519507000.0,2713421000.0,3849636000.0,25902442000.0,34192796000.0,33100632000.0
20202,11620,관악구,2771927.0,06,97480334000.0,26220179000.0,2739786000.0,1801052000.0,12787559000.0,2314932000.0,12335438000.0,4670925000.0,5758738000.0,4269960000.0,24581765000.0
20202,11320,도봉구,2785111.0,06,41785313000.0,12051845000.0,809371000.0,1394492000.0,5462011000.0,3842878000.0,1995817000.0,1478001000.0,2581515000.0,1598401000.0,10570982000.0
20202,11545,금천구,2632285.0,06,128859700000.0,12944607000.0,16344909000.0,67193206000.0,9499111000.0,2837279000.0,1261939000.0,1555312000.0,4082730000.0,1669728000.0,11470879000.0
20202,11590,동작구,3454170.0,07,142195360000.0,20150132000.0,1024500000.0,1294167000.0,13313991000.0,75008535000.0,3907408000.0,2271694000.0,4579246000.0,2957889000.0,17687798000.0
20202,11350,노원구,3195375.0,07,103977816000.0,34730940000.0,1686474000.0,2074480000.0,13926731000.0,2859124000.0,7033831000.0,3214653000.0,12895506000.0,4095048000.0,21461029000.0
20202,11410,서대문구,3417706.0,07,128498773000.0,12499307000.0,1319227000.0,1315416000.0,85713872000.0,1890953000.0,2974353000.0,1810748000.0,3164606000.0,2793455000.0,15016836000.0
20202,11650,서초구,4912401.0,09,424210961000.0,20950356000.0,4203635000.0,2509297000.0,52877120000.0,5671893000.0,12554574000.0,4451315000.0,114425604000.0,169169178000.0,37397989000.0
20202,11260,중랑구,2598785.0,06,58105429000.0,17595025000.0,1352059000.0,1831796000.0,9512189000.0,3520995000.0,2515924000.0,2621908000.0,3917937000.0,2258106000.0,12979490000.0
20202,11290,성북구,3281773.0,07,67499662000.0,18277500000.0,1921854000.0,1653922000.0,8506925000.0,4985691000.0,3342419000.0,2128903000.0,6135433000.0,2490528000.0,18056487000.0
20202,11500,강서구,3160623.0,07,163052077000.0,27969417000.0,2762843000.0,2804938000.0,42931470000.0,12337488000.0,5155682000.0,4686036000.0,15712044000.0,19984683000.0,28707476000.0
20202,11710,송파구,3995905.0,08,164599283000.0,35892642000.0,7490241000.0,5772631000.0,31903057000.0,8152847000.0,7889839000.0,4862853000.0,18934331000.0,8084830000.0,35616012000.0
20202,11200,성동구,3734499.0,07,69623470000.0,16425523000.0,2114605000.0,1618288000.0,9363927000.0,8094803000.0,3947145000.0,2262310000.0,3778313000.0,3269809000.0,18748747000.0
20202,11305,강북구,2547460.0,06,50940400000.0,12395283000.0,1884195000.0,1691551000.0,7929537000.0,2790925000.0,1259381000.0,2930436000.0,3266641000.0,2505489000.0,14286962000.0
20202,11470,양천구,3796034.0,08,296063629000.0,24006206000.0,1415249000.0,2045684000.0,14601182000.0,5119395000.0,9992380000.0,2110247000.0,217527506000.0,3197429000.0,16048351000.0
20202,11110,종로구,3725859.0,07,257827977000.0,11800589000.0,11451127000.0,1159831000.0,14705831000.0,403567000.0,2875258000.0,2694355000.0,122490831000.0,59898871000.0,30347717000.0
20202,11170,용산구,3971498.0,08,222739737000.0,120054996000.0,2102731000.0,21831994000.0,4002491000.0,4934836000.0,1179988000.0,2415160000.0,20685207000.0,27683458000.0,17848876000.0
20202,11230,동대문구,3030256.0,07,74967431000.0,21723962000.0,2606702000.0,1892163000.0,18415115000.0,4982986000.0,2065626000.0,1920421000.0,3190299000.0,1917915000.0,16252242000.0
20202,11380,은평구,2912739.0,06,70131711000.0,18011166000.0,1888791000.0,2482116000.0,13181928000.0,3618824000.0,3822260000.0,2764088000.0,3778652000.0,2980429000.0,17603457000.0
20202,11680,강남구,4943841.0,09,1988471706000.0,38132209000.0,21211405000.0,20464769000.0,110988637000.0,41763740000.0,26855906000.0,10265177000.0,978997272000.0,669531012000.0,70261579000.0
20202,11740,강동구,3292857.0,07,168912800000.0,19863851000.0,2262439000.0,2418004000.0,15515243000.0,2974215000.0,4693222000.0,2931791000.0,95194337000.0,3160796000.0,19898902000.0
20202,11140,중구,3513603.0,07,1958605135000.0,34148667000.0,7786919000.0,5338567000.0,11195946000.0,384929164000.0,15045008000.0,2207638000.0,1452017293000.0,23862885000.0,22073048000.0
20201,11215,광진구,3192971.0,07,72481078000.0,15824430000.0,2880203000.0,2156721000.0,8850164000.0,4630845000.0,2867276000.0,4622168000.0,5056933000.0,3621749000.0,21970589000.0
20201,11440,마포구,3832436.0,08,483022355000.0,23834249000.0,5361795000.0,2590472000.0,12774231000.0,1838950000.0,7047389000.0,6910258000.0,374968154000.0,6496181000.0,41200676000.0
20201,11530,구로구,2994059.0,07,866463958000.0,19328386000.0,1188575000.0,2051895000.0,16467382000.0,6223593000.0,2593647000.0,2752351000.0,796773262000.0,2489839000.0,16595028000.0
20201,11560,영등포구,3604887.0,07,243325495000.0,22696656000.0,3019788000.0,2165363000.0,14666931000.0,101036625000.0,2908726000.0,4037288000.0,27243643000.0,34253484000.0,31296991000.0
20201,11620,관악구,2771927.0,06,95887149000.0,26416611000.0,1998526000.0,1480237000.0,12348082000.0,2406143000.0,12725499000.0,5110129000.0,5828726000.0,4044163000.0,23529033000.0
20201,11320,도봉구,2785111.0,06,39744497000.0,11843848000.0,589744000.0,1225953000.0,5206295000.0,3643706000.0,2060712000.0,1494383000.0,2531827000.0,1488195000.0,9659834000.0
20201,11545,금천구,2632285.0,06,102322726000.0,12228493000.0,12540409000.0,47464903000.0,8024058000.0,2961519000.0,1379746000.0,1638315000.0,3687907000.0,1632155000.0,10765221000.0
20201,11590,동작구,3454170.0,07,143454466000.0,19916916000.0,826073000.0,1078076000.0,12354879000.0,78588142000.0,3753701000.0,2443637000.0,4520628000.0,2906339000.0,17066075000.0
20201,11350,노원구,3195375.0,07,95889959000.0,31595200000.0,1415365000.0,1665100000.0,13056932000.0,2835565000.0,6841387000.0,3493416000.0,11095249000.0,3861018000.0,20030727000.0
20201,11410,서대문구,3417706.0,07,104682565000.0,12139290000.0,1102777000.0,968238000.0,62375165000.0,1780312000.0,2671863000.0,2193352000.0,3560582000.0,2842770000.0,15048216000.0
20201,11650,서초구,4912401.0,09,404808600000.0,20234414000.0,3393247000.0,2345854000.0,53454150000.0,5957066000.0,10954330000.0,5938056000.0,102339761000.0,163131757000.0,37059965000.0
20201,11260,중랑구,2598785.0,06,54064193000.0,16618688000.0,997514000.0,1376806000.0,8411762000.0,3531290000.0,2558384000.0,2678154000.0,3914826000.0,2096772000.0,11879997000.0
20201,11290,성북구,3281773.0,07,63324412000.0,17864290000.0,1382986000.0,1214239000.0,8262317000.0,4440737000.0,3738298000.0,2071032000.0,5798046000.0,2271519000.0,16280948000.0
20201,11500,강서구,3160623.0,07,151584194000.0,27028583000.0,2054893000.0,2219377000.0,38136190000.0,13059341000.0,5239181000.0,4964740000.0,14265650000.0,17589591000.0,27026648000.0
20201,11710,송파구,3995905.0,08,155980906000.0,35420257000.0,5441535000.0,4672305000.0,29871858000.0,7934618000.0,7221718000.0,4964559000.0,19481505000.0,8025991000.0,32946560000.0
20201,11200,성동구,3734499.0,07,65987046000.0,15807958000.0,1610915000.0,1070855000.0,8263839000.0,9381128000.0,3735569000.0,2112864000.0,3680615000.0,3038998000.0,17284305000.0
20201,11305,강북구,2547460.0,06,48602981000.0,12114506000.0,1329035000.0,1327260000.0,7458225000.0,2760144000.0,1263039000.0,3285921000.0,3201953000.0,2309749000.0,13553149000.0
20201,11470,양천구,3796034.0,08,279037899000.0,23141623000.0,1115810000.0,1585157000.0,14028806000.0,5019132000.0,9280220000.0,2187693000.0,204444964000.0,3051863000.0,15182631000.0
20201,11110,종로구,3725859.0,07,146689513000.0,11366268000.0,7846318000.0,1055692000.0,13204387000.0,1297209000.0,6507483000.0,3212236000.0,13233877000.0,58366332000.0,30599711000.0
20201,11170,용산구,3971498.0,08,216386093000.0,114542075000.0,1783209000.0,17115420000.0,3681185000.0,3512742000.0,1150377000.0,3306234000.0,24248928000.0,26810973000.0,20234950000.0
20201,11230,동대문구,3030256.0,07,70159225000.0,20609109000.0,1884343000.0,1453428000.0,16780280000.0,5221261000.0,2066854000.0,2141821000.0,3257540000.0,1792317000.0,14952272000.0
20201,11380,은평구,2912739.0,06,64769269000.0,17161027000.0,1390177000.0,1856311000.0,11944838000.0,3647844000.0,3717123000.0,2914233000.0,3692002000.0,2645336000.0,15800378000.0
20201,11680,강남구,4943841.0,09,1975862310000.0,36232129000.0,19064298000.0,19314188000.0,116042348000.0,28808453000.0,24106211000.0,12564733000.0,1008042330000.0,642514197000.0,69173423000.0
20201,11740,강동구,3292857.0,07,158447481000.0,18623470000.0,1712146000.0,1874741000.0,14505576000.0,2381042000.0,4225887000.0,3311066000.0,90578968000.0,2939240000.0,18295345000.0
20201,11140,중구,3513603.0,07,1970762275000.0,33155455000.0,6020578000.0,4670493000.0,10196579000.0,360519763000.0,15289900000.0,2193183000.0,1494231012000.0,22801814000.0,21683498000.0
20194,11215,광진구,3192971.0,07,84240439000.0,15637724000.0,4533624000.0,2578825000.0,9179500000.0,5886250000.0,3324228000.0,5296058000.0,6097712000.0,4375049000.0,27331469000.0
