기준_년분기_코드,자치구_코드,자치구_코드_명,총_직장인구_수,남성_직장인구_수,여성_직장인구_수,연령대_10_직장인구_수,연령대_20_직장인구_수,연령대_30_직장인구_수,연령대_40_직장인구_수,연령대_50_직장인구_수,연령대_60_이상_직장인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20203,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20202,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20201,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20194,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20191,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20193,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20192,11290,성북구,59064.0,36399.0,22665.0,254.0,7267.0,14131.0,16650.0,14921.0,5841.0,94.0,3335.0,7713.0,9843.0,11232.0,4182.0,160.0,3932.0,6418.0,6807.0,3689.0,1659.0
20234,11290,성북구,54660.0,33982.0,20678.0,235.0,6870.0,13188.0,15276.0,13777.0,5314.0,95.0,3073.0,7335.0,9179.0,10337.0,3963.0,140.0,3797.0,5853.0,6097.0,3440.0,1351.0
20233,11290,성북구,61781.0,38598.0,23183.0,250.0,7542.0,14938.0,17552.0,15740.0,5759.0,101.0,3424.0,8265.0,10531.0,12016.0,4261.0,149.0,4118.0,6673.0,7021.0,3724.0,1498.0
20232,11290,성북구,61781.0,38598.0,23183.0,250.0,7542.0,14938.0,17552.0,15740.0,5759.0,101.0,3424.0,8265.0,10531.0,12016.0,4261.0,149.0,4118.0,6673.0,7021.0,3724.0,1498.0
20231,11290,성북구,61781.0,38598.0,23183.0,250.0,7542.0,14938.0,17552.0,15740.0,5759.0,101.0,3424.0,8265.0,10531.0,12016.0,4261.0,149.0,4118.0,6673.0,7021.0,3724.0,1498.0
20244,11290,성북구,68606.0,43212.0,25394.0,245.0,8330.0,16828.0,19629.0,17457.0,6117.0,99.0,3811.0,9433.0,11836.0,13407.0,4626.0,146.0,4519.0,7395.0,7793.0,4050.0,1491.0
20224,11290,성북구,61781.0,38598.0,23183.0,250.0,7542.0,14938.0,17552.0,15740.0,5759.0,101.0,3424.0,8265.0,10531.0,12016.0,4261.0,149.0,4118.0,6673.0,7021.0,3724.0,1498.0
20221,11290,성북구,63465.0,39609.0,23856.0,296.0,8043.0,15266.0,17845.0,15982.0,6033.0,123.0,3677.0,8488.0,10744.0,12145.0,4432.0,173.0,4366.0,6778.0,7101.0,3837.0,1601.0
20224,11305,강북구,15383.0,8566.0,6817.0,0.0,1098.0,2618.0,3794.0,4436.0,3437.0,0.0,318.0,1281.0,2018.0,2704.0,2245.0,0.0,780.0,1337.0,1776.0,1732.0,1192.0
20193,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20202,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20231,11305,강북구,15383.0,8566.0,6817.0,0.0,1098.0,2618.0,3794.0,4436.0,3437.0,0.0,318.0,1281.0,2018.0,2704.0,2245.0,0.0,780.0,1337.0,1776.0,1732.0,1192.0
20203,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20243,11290,성북구,54660.0,33982.0,20678.0,235.0,6870.0,13188.0,15276.0,13777.0,5314.0,95.0,3073.0,7335.0,9179.0,10337.0,3963.0,140.0,3797.0,5853.0,6097.0,3440.0,1351.0
20232,11305,강북구,15383.0,8566.0,6817.0,0.0,1098.0,2618.0,3794.0,4436.0,3437.0,0.0,318.0,1281.0,2018.0,2704.0,2245.0,0.0,780.0,1337.0,1776.0,1732.0,1192.0
20242,11290,성북구,54660.0,33982.0,20678.0,235.0,6870.0,13188.0,15276.0,13777.0,5314.0,95.0,3073.0,7335.0,9179.0,10337.0,3963.0,140.0,3797.0,5853.0,6097.0,3440.0,1351.0
20204,11305,강북구,16340.0,8967.0,7373.0,0.0,1394.0,2897.0,3934.0,4516.0,3599.0,0.0,467.0,1422.0,2078.0,2713.0,2287.0,0.0,927.0,1475.0,1856.0,1803.0,1312.0
20192,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20211,11305,강북구,16340.0,8967.0,7373.0,0.0,1394.0,2897.0,3934.0,4516.0,3599.0,0.0,467.0,1422.0,2078.0,2713.0,2287.0,0.0,927.0,1475.0,1856.0,1803.0,1312.0
20233,11305,강북구,15383.0,8566.0,6817.0,0.0,1098.0,2618.0,3794.0,4436.0,3437.0,0.0,318.0,1281.0,2018.0,2704.0,2245.0,0.0,780.0,1337.0,1776.0,1732.0,1192.0
20212,11305,강북구,16340.0,8967.0,7373.0,0.0,1394.0,2897.0,3934.0,4516.0,3599.0,0.0,467.0,1422.0,2078.0,2713.0,2287.0,0.0,927.0,1475.0,1856.0,1803.0,1312.0
20234,11305,강북구,17226.0,9655.0,7571.0,0.0,1203.0,2866.0,4486.0,5088.0,3583.0,0.0,344.0,1408.0,2405.0,3107.0,2391.0,0.0,859.0,1458.0,2081.0,1981.0,1192.0
20213,11305,강북구,16340.0,8967.0,7373.0,0.0,1394.0,2897.0,3934.0,4516.0,3599.0,0.0,467.0,1422.0,2078.0,2713.0,2287.0,0.0,927.0,1475.0,1856.0,1803.0,1312.0
20214,11305,강북구,16713.0,9306.0,7407.0,0.0,1272.0,2835.0,4041.0,4712.0,3853.0,0.0,396.0,1394.0,2152.0,2876.0,2488.0,0.0,876.0,1441.0,1889.0,1836.0,1365.0
20191,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20221,11305,강북구,16713.0,9306.0,7407.0,0.0,1272.0,2835.0,4041.0,4712.0,3853.0,0.0,396.0,1394.0,2152.0,2876.0,2488.0,0.0,876.0,1441.0,1889.0,1836.0,1365.0
20222,11305,강북구,16713.0,9306.0,7407.0,0.0,1272.0,2835.0,4041.0,4712.0,3853.0,0.0,396.0,1394.0,2152.0,2876.0,2488.0,0.0,876.0,1441.0,1889.0,1836.0,1365.0
20194,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20223,11305,강북구,16713.0,9306.0,7407.0,0.0,1272.0,2835.0,4041.0,4712.0,3853.0,0.0,396.0,1394.0,2152.0,2876.0,2488.0,0.0,876.0,1441.0,1889.0,1836.0,1365.0
20241,11290,성북구,54660.0,33982.0,20678.0,235.0,6870.0,13188.0,15276.0,13777.0,5314.0,95.0,3073.0,7335.0,9179.0,10337.0,3963.0,140.0,3797.0,5853.0,6097.0,3440.0,1351.0
20201,11305,강북구,17334.0,9455.0,7879.0,3.0,1623.0,3081.0,4129.0,4686.0,3812.0,3.0,585.0,1510.0,2183.0,2782.0,2392.0,0.0,1038.0,1571.0,1946.0,1904.0,1420.0
20194,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20201,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20202,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20203,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20243,11305,강북구,17226.0,9655.0,7571.0,0.0,1203.0,2866.0,4486.0,5088.0,3583.0,0.0,344.0,1408.0,2405.0,3107.0,2391.0,0.0,859.0,1458.0,2081.0,1981.0,1192.0
20204,11320,도봉구,19769.0,11572.0,8197.0,0.0,2106.0,3947.0,4931.0,5173.0,3612.0,0.0,894.0,2255.0,2811.0,2990.0,2622.0,0.0,1212.0,1692.0,2120.0,2183.0,990.0
20211,11320,도봉구,19769.0,11572.0,8197.0,0.0,2106.0,3947.0,4931.0,5173.0,3612.0,0.0,894.0,2255.0,2811.0,2990.0,2622.0,0.0,1212.0,1692.0,2120.0,2183.0,990.0
20212,11320,도봉구,19769.0,11572.0,8197.0,0.0,2106.0,3947.0,4931.0,5173.0,3612.0,0.0,894.0,2255.0,2811.0,2990.0,2622.0,0.0,1212.0,1692.0,2120.0,2183.0,990.0
20213,11320,도봉구,19769.0,11572.0,8197.0,0.0,2106.0,3947.0,4931.0,5173.0,3612.0,0.0,894.0,2255.0,2811.0,2990.0,2622.0,0.0,1212.0,1692.0,2120.0,2183.0,990.0
20214,11320,도봉구,20358.0,11936.0,8422.0,0.0,2103.0,4078.0,5125.0,5403.0,3649.0,0.0,875.0,2327.0,2917.0,3125.0,2692.0,0.0,1228.0,1751.0,2208.0,2278.0,957.0
20221,11320,도봉구,20358.0,11936.0,8422.0,0.0,2103.0,4078.0,5125.0,5403.0,3649.0,0.0,875.0,2327.0,2917.0,3125.0,2692.0,0.0,1228.0,1751.0,2208.0,2278.0,957.0
20222,11320,도봉구,20358.0,11936.0,8422.0,0.0,2103.0,4078.0,5125.0,5403.0,3649.0,0.0,875.0,2327.0,2917.0,3125.0,2692.0,0.0,1228.0,1751.0,2208.0,2278.0,957.0
20223,11320,도봉구,20358.0,11936.0,8422.0,0.0,2103.0,4078.0,5125.0,5403.0,3649.0,0.0,875.0,2327.0,2917.0,3125.0,2692.0,0.0,1228.0,1751.0,2208.0,2278.0,957.0
20224,11320,도봉구,19687.0,11627.0,8060.0,0.0,1986.0,3922.0,4966.0,5286.0,3527.0,0.0,844.0,2248.0,2833.0,3063.0,2639.0,0.0,1142.0,1674.0,2133.0,2223.0,888.0
20231,11320,도봉구,19687.0,11627.0,8060.0,0.0,1986.0,3922.0,4966.0,5286.0,3527.0,0.0,844.0,2248.0,2833.0,3063.0,2639.0,0.0,1142.0,1674.0,2133.0,2223.0,888.0
20232,11320,도봉구,19687.0,11627.0,8060.0,0.0,1986.0,3922.0,4966.0,5286.0,3527.0,0.0,844.0,2248.0,2833.0,3063.0,2639.0,0.0,1142.0,1674.0,2133.0,2223.0,888.0
20233,11320,도봉구,19687.0,11627.0,8060.0,0.0,1986.0,3922.0,4966.0,5286.0,3527.0,0.0,844.0,2248.0,2833.0,3063.0,2639.0,0.0,1142.0,1674.0,2133.0,2223.0,888.0
20234,11320,도봉구,19603.0,11564.0,8039.0,0.0,1964.0,3963.0,4982.0,5407.0,3287.0,0.0,863.0,2280.0,2800.0,3119.0,2502.0,0.0,1101.0,1683.0,2182.0,2288.0,785.0
20191,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20193,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20192,11320,도봉구,20014.0,11682.0,8332.0,4.0,2196.0,4009.0,4944.0,5180.0,3681.0,4.0,944.0,2285.0,2819.0,2994.0,2636.0,0.0,1252.0,1724.0,2125.0,2186.0,1045.0
20192,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20193,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20191,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20234,11350,노원구,37810.0,19922.0,17888.0,0.0,4455.0,7218.0,8997.0,10063.0,7077.0,0.0,1783.0,3742.0,4506.0,5397.0,4494.0,0.0,2672.0,3476.0,4491.0,4666.0,2583.0
20243,11320,도봉구,19603.0,11564.0,8039.0,0.0,1964.0,3963.0,4982.0,5407.0,3287.0,0.0,863.0,2280.0,2800.0,3119.0,2502.0,0.0,1101.0,1683.0,2182.0,2288.0,785.0
20233,11350,노원구,26897.0,14541.0,12356.0,0.0,3151.0,5356.0,6570.0,7103.0,4717.0,0.0,1306.0,2909.0,3387.0,3909.0,3030.0,0.0,1845.0,2447.0,3183.0,3194.0,1687.0
20232,11350,노원구,26897.0,14541.0,12356.0,0.0,3151.0,5356.0,6570.0,7103.0,4717.0,0.0,1306.0,2909.0,3387.0,3909.0,3030.0,0.0,1845.0,2447.0,3183.0,3194.0,1687.0
20231,11350,노원구,26897.0,14541.0,12356.0,0.0,3151.0,5356.0,6570.0,7103.0,4717.0,0.0,1306.0,2909.0,3387.0,3909.0,3030.0,0.0,1845.0,2447.0,3183.0,3194.0,1687.0
20224,11350,노원구,26897.0,14541.0,12356.0,0.0,3151.0,5356.0,6570.0,7103.0,4717.0,0.0,1306.0,2909.0,3387.0,3909.0,3030.0,0.0,1845.0,2447.0,3183.0,3194.0,1687.0
20223,11350,노원구,30225.0,16245.0,13980.0,0.0,3548.0,6008.0,7364.0,7986.0,5319.0,0.0,1462.0,3240.0,3762.0,4383.0,3398.0,0.0,2086.0,2768.0,3602.0,3603.0,1921.0
20222,11350,노원구,30225.0,16245.0,13980.0,0.0,3548.0,6008.0,7364.0,7986.0,5319.0,0.0,1462.0,3240.0,3762.0,4383.0,3398.0,0.0,2086.0,2768.0,3602.0,3603.0,1921.0
20221,11350,노원구,30225.0,16245.0,13980.0,0.0,3548.0,6008.0,7364.0,7986.0,5319.0,0.0,1462.0,3240.0,3762.0,4383.0,3398.0,0.0,2086.0,2768.0,3602.0,3603.0,1921.0
20214,11350,노원구,30225.0,16245.0,13980.0,0.0,3548.0,6008.0,7364.0,7986.0,5319.0,0.0,1462.0,3240.0,3762.0,4383.0,3398.0,0.0,2086.0,2768.0,3602.0,3603.0,1921.0
20213,11350,노원구,25505.0,13696.0,11809.0,2.0,3028.0,5118.0,6230.0,6713.0,4414.0,2.0,1252.0,2779.0,3188.0,3681.0,2794.0,0.0,1776.0,2339.0,3042.0,3032.0,1620.0
20212,11350,노원구,25505.0,13696.0,11809.0,2.0,3028.0,5118.0,6230.0,6713.0,4414.0,2.0,1252.0,2779.0,3188.0,3681.0,2794.0,0.0,1776.0,2339.0,3042.0,3032.0,1620.0
20211,11350,노원구,25505.0,13696.0,11809.0,2.0,3028.0,5118.0,6230.0,6713.0,4414.0,2.0,1252.0,2779.0,3188.0,3681.0,2794.0,0.0,1776.0,2339.0,3042.0,3032.0,1620.0
20204,11350,노원구,25505.0,13696.0,11809.0,2.0,3028.0,5118.0,6230.0,6713.0,4414.0,2.0,1252.0,2779.0,3188.0,3681.0,2794.0,0.0,1776.0,2339.0,3042.0,3032.0,1620.0
20203,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20202,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20201,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20194,11350,노원구,25923.0,13935.0,11988.0,19.0,3097.0,5185.0,6305.0,6804.0,4513.0,16.0,1301.0,2793.0,3234.0,3732.0,2859.0,3.0,1796.0,2392.0,3071.0,3072.0,1654.0
20194,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20193,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20191,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20241,11380,은평구,32416.0,16665.0,15751.0,0.0,2973.0,6256.0,7571.0,7857.0,7759.0,0.0,1110.0,3237.0,3653.0,3831.0,4834.0,0.0,1863.0,3019.0,3918.0,4026.0,2925.0
20244,11410,서대문구,35863.0,20845.0,15018.0,0.0,4147.0,7781.0,8857.0,10241.0,4837.0,0.0,1909.0,4655.0,5016.0,5910.0,3355.0,0.0,2238.0,3126.0,3841.0,4331.0,1482.0
20234,11380,은평구,32416.0,16665.0,15751.0,0.0,2973.0,6256.0,7571.0,7857.0,7759.0,0.0,1110.0,3237.0,3653.0,3831.0,4834.0,0.0,1863.0,3019.0,3918.0,4026.0,2925.0
20241,11410,서대문구,48901.0,29353.0,19548.0,0.0,6366.0,11031.0,11683.0,13830.0,5991.0,0.0,3096.0,6791.0,6813.0,8524.0,4129.0,0.0,3270.0,4240.0,4870.0,5306.0,1862.0
20242,11410,서대문구,48901.0,29353.0,19548.0,0.0,6366.0,11031.0,11683.0,13830.0,5991.0,0.0,3096.0,6791.0,6813.0,8524.0,4129.0,0.0,3270.0,4240.0,4870.0,5306.0,1862.0
20243,11410,서대문구,48901.0,29353.0,19548.0,0.0,6366.0,11031.0,11683.0,13830.0,5991.0,0.0,3096.0,6791.0,6813.0,8524.0,4129.0,0.0,3270.0,4240.0,4870.0,5306.0,1862.0
20233,11380,은평구,28626.0,15105.0,13521.0,0.0,3163.0,6049.0,7317.0,7122.0,4975.0,0.0,1271.0,3135.0,3642.0,3657.0,3400.0,0.0,1892.0,2914.0,3675.0,3465.0,1575.0
20232,11380,은평구,28626.0,15105.0,13521.0,0.0,3163.0,6049.0,7317.0,7122.0,4975.0,0.0,1271.0,3135.0,3642.0,3657.0,3400.0,0.0,1892.0,2914.0,3675.0,3465.0,1575.0
20231,11380,은평구,28626.0,15105.0,13521.0,0.0,3163.0,6049.0,7317.0,7122.0,4975.0,0.0,1271.0,3135.0,3642.0,3657.0,3400.0,0.0,1892.0,2914.0,3675.0,3465.0,1575.0
20224,11380,은평구,28626.0,15105.0,13521.0,0.0,3163.0,6049.0,7317.0,7122.0,4975.0,0.0,1271.0,3135.0,3642.0,3657.0,3400.0,0.0,1892.0,2914.0,3675.0,3465.0,1575.0
20223,11380,은평구,30418.0,15886.0,14532.0,0.0,3304.0,6173.0,7478.0,7429.0,6034.0,0.0,1334.0,3178.0,3682.0,3727.0,3965.0,0.0,1970.0,2995.0,3796.0,3702.0,2069.0
20222,11380,은평구,30418.0,15886.0,14532.0,0.0,3304.0,6173.0,7478.0,7429.0,6034.0,0.0,1334.0,3178.0,3682.0,3727.0,3965.0,0.0,1970.0,2995.0,3796.0,3702.0,2069.0
20221,11380,은평구,30418.0,15886.0,14532.0,0.0,3304.0,6173.0,7478.0,7429.0,6034.0,0.0,1334.0,3178.0,3682.0,3727.0,3965.0,0.0,1970.0,2995.0,3796.0,3702.0,2069.0
20214,11380,은평구,30418.0,15886.0,14532.0,0.0,3304.0,6173.0,7478.0,7429.0,6034.0,0.0,1334.0,3178.0,3682.0,3727.0,3965.0,0.0,1970.0,2995.0,3796.0,3702.0,2069.0
20213,11380,은평구,28230.0,14933.0,13297.0,0.0,3319.0,5935.0,7136.0,6885.0,4955.0,0.0,1383.0,3089.0,3584.0,3536.0,3341.0,0.0,1936.0,2846.0,3552.0,3349.0,1614.0
20212,11380,은평구,28230.0,14933.0,13297.0,0.0,3319.0,5935.0,7136.0,6885.0,4955.0,0.0,1383.0,3089.0,3584.0,3536.0,3341.0,0.0,1936.0,2846.0,3552.0,3349.0,1614.0
20211,11380,은평구,28230.0,14933.0,13297.0,0.0,3319.0,5935.0,7136.0,6885.0,4955.0,0.0,1383.0,3089.0,3584.0,3536.0,3341.0,0.0,1936.0,2846.0,3552.0,3349.0,1614.0
20204,11380,은평구,28230.0,14933.0,13297.0,0.0,3319.0,5935.0,7136.0,6885.0,4955.0,0.0,1383.0,3089.0,3584.0,3536.0,3341.0,0.0,1936.0,2846.0,3552.0,3349.0,1614.0
20203,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20202,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20201,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20192,11380,은평구,28934.0,15238.0,13696.0,7.0,3494.0,6060.0,7232.0,7014.0,5127.0,3.0,1480.0,3144.0,3621.0,3589.0,3401.0,4.0,2014.0,2916.0,3611.0,3425.0,1726.0
20201,11410,서대문구,34981.0,20224.0,14757.0,41.0,4340.0,7629.0,8538.0,9618.0,4815.0,24.0,2023.0,4520.0,4870.0,5588.0,3199.0,17.0,2317.0,3109.0,3668.0,4030.0,1616.0
20202,11410,서대문구,34981.0,20224.0,14757.0,41.0,4340.0,7629.0,8538.0,9618.0,4815.0,24.0,2023.0,4520.0,4870.0,5588.0,3199.0,17.0,2317.0,3109.0,3668.0,4030.0,1616.0
20192,11410,서대문구,34981.0,20224.0,14757.0,41.0,4340.0,7629.0,8538.0,9618.0,4815.0,24.0,2023.0,4520.0,4870.0,5588.0,3199.0,17.0,2317.0,3109.0,3668.0,4030.0,1616.0
20193,11410,서대문구,34981.0,20224.0,14757.0,41.0,4340.0,7629.0,8538.0,9618.0,4815.0,24.0,2023.0,4520.0,4870.0,5588.0,3199.0,17.0,2317.0,3109.0,3668.0,4030.0,1616.0
20191,11410,서대문구,34981.0,20224.0,14757.0,41.0,4340.0,7629.0,8538.0,9618.0,4815.0,24.0,2023.0,4520.0,4870.0,5588.0,3199.0,17.0,2317.0,3109.0,3668.0,4030.0,1616.0
20234,11410,서대문구,48901.0,29353.0,19548.0,0.0,6366.0,11031.0,11683.0,13830.0,5991.0,0.0,3096.0,6791.0,6813.0,8524.0,4129.0,0.0,3270.0,4240.0,4870.0,5306.0,1862.0
20233,11410,서대문구,31520.0,18043.0,13477.0,0.0,3756.0,6752.0,7742.0,9015.0,4255.0,0.0,1700.0,3995.0,4335.0,5145.0,2868.0,0.0,2056.0,2757.0,3407.0,3870.0,1387.0
20232,11410,서대문구,31520.0,18043.0,13477.0,0.0,3756.0,6752.0,7742.0,9015.0,4255.0,0.0,1700.0,3995.0,4335.0,5145.0,2868.0,0.0,2056.0,2757.0,3407.0,3870.0,1387.0
20231,11410,서대문구,31520.0,18043.0,13477.0,0.0,3756.0,6752.0,7742.0,9015.0,4255.0,0.0,1700.0,3995.0,4335.0,5145.0,2868.0,0.0,2056.0,2757.0,3407.0,3870.0,1387.0
20224,11410,서대문구,31520.0,18043.0,13477.0,0.0,3756.0,6752.0,7742.0,9015.0,4255.0,0.0,1700.0,3995.0,4335.0,5145.0,2868.0,0.0,2056.0,2757.0,3407.0,3870.0,1387.0
20223,11410,서대문구,37458.0,21480.0,15978.0,6.0,4445.0,7981.0,9164.0,10595.0,5267.0,5.0,2026.0,4723.0,5177.0,6029.0,3520.0,1.0,2419.0,3258.0,3987.0,4566.0,1747.0
20222,11410,서대문구,37458.0,21480.0,15978.0,6.0,4445.0,7981.0,9164.0,10595.0,5267.0,5.0,2026.0,4723.0,5177.0,6029.0,3520.0,1.0,2419.0,3258.0,3987.0,4566.0,1747.0
20221,11410,서대문구,37458.0,21480.0,15978.0,6.0,4445.0,7981.0,9164.0,10595.0,5267.0,5.0,2026.0,4723.0,5177.0,6029.0,3520.0,1.0,2419.0,3258.0,3987.0,4566.0,1747.0
20214,11410,서대문구,37458.0,21480.0,15978.0,6.0,4445.0,7981.0,9164.0,10595.0,5267.0,5.0,2026.0,4723.0,5177.0,6029.0,3520.0,1.0,2419.0,3258.0,3987.0,4566.0,1747.0
20213,11410,서대문구,35765.0,20791.0,14974.0,16.0,4339.0,7780.0,8758.0,9845.0,5027.0,13.0,2015.0,4634.0,5044.0,5735.0,3350.0,3.0,2324.0,3146.0,3714.0,4110.0,1677.0
20212,11410,서대문구,35765.0,20791.0,14974.0,16.0,4339.0,7780.0,8758.0,9845.0,5027.0,13.0,2015.0,4634.0,5044.0,5735.0,3350.0,3.0,2324.0,3146.0,3714.0,4110.0,1677.0
20211,11410,서대문구,35765.0,20791.0,14974.0,16.0,4339.0,7780.0,8758.0,9845.0,5027.0,13.0,2015.0,4634.0,5044.0,5735.0,3350.0,3.0,2324.0,3146.0,3714.0,4110.0,1677.0
20204,11410,서대문구,35765.0,20791.0,14974.0,16.0,4339.0,7780.0,8758.0,9845.0,5027.0,13.0,2015.0,4634.0,5044.0,5735.0,3350.0,3.0,2324.0,3146.0,3714.0,4110.0,1677.0
